,Oferta od,Kategoria,Pokaż oferty z numerem VIN,Ma numer rejestracyjny,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie Poza Miastem,Spalanie W Mieście,Typ nadwozia,Emisja CO2,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Data pierwszej rejestracji w historii pojazdu,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Stan,price,currency,Rok,Przebieg_add,Paliwo,Typ_nadwozia_add,Pierwszy właściciel (od nowości),Bezwypadkowy,Serwisowany w ASO,Kraj pochodzenia,Filtr cząstek stałych,VAT marża,Uszkodzony,Spalanie W Cyklu Mieszanym,VIN,Możliwość finansowania,Tuning,Leasing,Gwarancja dealerska (w cenie),Miesięczna rata,Zarejestrowany jako zabytek,lub do (przebieg km),Faktura VAT,Kierownica po prawej (Anglik),id
281,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.9TiDS PF Vector,II (2003-2011),2006,156 000 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,,8 l/100km,Kabriolet,157 g/km,2,4,Inny kolor,Metalik,03/07/2006,,Tak,Używane,24900,PLN,2006,156 000 km,Diesel,Kabriolet,,,,Belgia,,,,,,,,,,,,,,,683
282,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.8i Linear,II (2003-2011),2007,279 000 km,1 796 cm3,Benzyna+LPG,122 KM,Manualna,,,10 l/100km,Kombi,,5,5,Czarny,Metalik,,,Tak,Używane,11900,PLN,2007,279 000 km,Benzyna+LPG,Kombi,Tak,Tak,,Holandia,,,,,,,,,,,,,,,684
283,Firmy,Osobowe,Tak,Tak,Saab,9-3X,,,2008,248 000 km,2 792 cm3,Benzyna,280 KM,Manualna,4x4 (stały),,,Kombi,,5,5,Czarny,Metalik,30/05/2008,WN 5266P,Tak,Używane,44500,PLN,2008,248 000 km,Benzyna,Kombi,,Tak,Tak,Szwecja,,Tak,,,,Tak,,,,,,,,,685
284,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-5,,,2004,298 619 km,2 290 cm3,Benzyna+LPG,185 KM,Automatyczna,Na przednie koła,,,Kombi,,5,5,Szary,Metalik,20/07/2004,TSK 21631,Tak,Używane,9000,PLN,2004,298 619 km,Benzyna+LPG,Kombi,,,,,,,,,,,,,,,,,,,686
285,Firmy,Osobowe,Tak,,Saab,9-3,1.9 Cabriolet TiD DPF Linear,II (2003-2011),2006,228 000 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,,"8,40 l/100km",Kabriolet,,2,5,Czarny,Metalik,,,Tak,Używane,20500,PLN,2006,228 000 km,Diesel,Kabriolet,Tak,Tak,Tak,Belgia,Tak,Tak,,,,Tak,,,,,,,,,687
286,Firmy,Osobowe,Tak,Tak,Saab,9-3,2.8 Turbo V6 Sport-Kombi Aero,II (2003-2011),2005,246 000 km,2 792 cm3,Benzyna,280 KM,Manualna,Na przednie koła,,"15,10 l/100km",Kombi,,5,5,Czarny,Metalik,21/10/2005,LU11685,,Używane,19900,PLN,2005,246 000 km,Benzyna,Kombi,Tak,Tak,Tak,Szwajcaria,,,,,,Tak,,,,,,,Tak,,688
287,Osoby prywatnej,Osobowe,Tak,Tak,Saab,900,Cabriolet 2.3 SE,,1997,168 000 km,2 290 cm3,Benzyna,150 KM,Manualna,Na przednie koła,7.0 l/100km,13 l/100km,Kabriolet,,2,4,Granatowy,Metalik,05/11/1997,EKUNJ35,Tak,Używane,15500,PLN,1997,168 000 km,Benzyna,Kabriolet,,Tak,,,,,,,,,,,,,,,,,689
288,Osoby prywatnej,Osobowe,Tak,,Saab,9-3X,1.9TTiD PF FWD,,2010,220 000 km,1 910 cm3,Diesel,180 KM,Manualna,,,7 l/100km,Kombi,,5,5,Brązowy,Metalik,,,,Używane,31500,PLN,2010,220 000 km,Diesel,Kombi,,,,,,,,,,,,,,,,,,,690
289,Firmy,Osobowe,Tak,,Saab,9-3,,I (1998-2002),2002,290 000 km,1 985 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,,Kabriolet,,2,4,Niebieski,,,,Tak,Używane,14500,PLN,2002,290 000 km,Benzyna,Kabriolet,,Tak,,,,Tak,,,,,,,,,,,,,691
290,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.9TTiD PF Aero,II (2003-2011),2008,344 000 km,1 910 cm3,Diesel,180 KM,Manualna,Na przednie koła,,6 l/100km,Sedan,,5,5,Srebrny,Metalik,,,Tak,Używane,20500,PLN,2008,344 000 km,Diesel,Sedan,,,,,,,,,,,,,,,,,,,692
291,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,Aero 2.0 TS,I (1998-2002),2002,271 000 km,1 985 cm3,Benzyna,205 KM,Manualna,,,13 l/100km,Kompakt,,3,4,Zielony,Metalik,,,,Używane,15000,PLN,2002,271 000 km,Benzyna,Kompakt,,,,,,,,,,,,,,,,,,,693
292,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2006,220 000 km,2 792 cm3,Benzyna,250 KM,Automatyczna,Na przednie koła,,,Sedan,,5,5,Beżowy,Metalik,28/09/2006,KBR9WV5,Tak,Używane,26500,PLN,2006,220 000 km,Benzyna,Sedan,,Tak,,Szwajcaria,,,,,,,,,,,,,,,694
293,Osoby prywatnej,Osobowe,Tak,,Saab,9-5,,,2006,486 500 km,1 910 cm3,Diesel,150 KM,Automatyczna,,,"10,40 l/100km",Kombi,,5,,Srebrny,,,,,Używane,5000,PLN,2006,486 500 km,Diesel,Kombi,,,,,Tak,,,,,,,,,,,,,,695
294,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,2.0T Vector,II (2003-2011),2003,235 421 km,1 998 cm3,Benzyna+LPG,175 KM,Manualna,Na przednie koła,,,Sedan,,5,5,Granatowy,Metalik,11/04/2003,LOP42993,Tak,Używane,12800,PLN,2003,235 421 km,Benzyna+LPG,Sedan,,,,Szwecja,,,,,,,,,,,,,,,696
295,Firmy,Osobowe,Tak,Tak,Saab,9-5,1.9 TiD Linear Griffin Edition,,2008,250 000 km,1 910 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,,"10,20 l/100km",Sedan,,4,5,Srebrny,Metalik,,ZS229RP,Tak,Używane,21900,PLN,2008,250 000 km,Diesel,Sedan,,Tak,Tak,Francja,,Tak,,,,Tak,,,,,,,,,697
296,Osoby prywatnej,Osobowe,Tak,Tak,Saab,900,2.0 SE Turbo,,1997,257 000 km,1 985 cm3,Benzyna,185 KM,Manualna,Na przednie koła,7.0 l/100km,,Kompakt,,5,5,Granatowy,Metalik,03/06/1997,SCZ82585,Tak,Używane,9800,PLN,1997,257 000 km,Benzyna,Kompakt,,Tak,,,,,,,,,,,,,,,,,698
297,Osoby prywatnej,Osobowe,Tak,,Saab,9-5,,,2007,232 700 km,2 290 cm3,Benzyna+LPG,220 KM,Automatyczna,Na przednie koła,,,Kombi,,5,5,Granatowy,Metalik,12/03/2007,,Tak,Używane,18500,PLN,2007,232 700 km,Benzyna+LPG,Kombi,,,,,,,,,,,,,,,,,,,699
298,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2007,283 200 km,1 998 cm3,Benzyna+LPG,175 KM,Manualna,Na przednie koła,,,Kombi,,5,5,Szary,,24/10/2007,RP xxxxx,Tak,Używane,14900,PLN,2007,283 200 km,Benzyna+LPG,Kombi,,Tak,,Szwecja,,,,,,,,,,,,,,,700
299,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.9TiD Linear Sport,II (2003-2011),2008,220 500 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,55 l/100km,7 l/100km,Sedan,,4,5,Czarny,,,ZKL22936,Tak,Używane,17000,PLN,2008,220 500 km,Diesel,Sedan,,Tak,,Belgia,,,,,,,,,,,,,,,701
300,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2007,516 000 km,1 998 cm3,Benzyna+LPG,150 KM,Manualna,Na przednie koła,,,Sedan,,5,5,Szary,,19/04/2007,KWI60493,Tak,Używane,11500,PLN,2007,516 000 km,Benzyna+LPG,Sedan,,,,Niemcy,,,,,,,,,,,,,,,702
301,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2008,220 000 km,1 998 cm3,Diesel,210 KM,Manualna,Na przednie koła,,,Kabriolet,,3,,Srebrny,Metalik,,,Tak,Używane,33900,PLN,2008,220 000 km,Diesel,Kabriolet,,,,,,,,,,,,,,,,,,,703
302,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,2.0 Turbo S Aero,II (2003-2011),2003,225 000 km,1 998 cm3,Benzyna+LPG,210 KM,Manualna,Na przednie koła,7.0 l/100km,12 l/100km,Kabriolet,,2,4,Srebrny,Metalik,01/03/2003,WT9623C,Tak,Używane,27900,PLN,2003,225 000 km,Benzyna+LPG,Kabriolet,,,,,,,,,,,,,,,,,,,704
303,Osoby prywatnej,Osobowe,Tak,Tak,Saab,900,Cabriolet 2.3 SE,,1997,338 324 km,2 290 cm3,Benzyna+LPG,150 KM,Manualna,Na przednie koła,7.0 l/100km,13 l/100km,Kabriolet,,2,4,Czarny,Metalik,24/10/1997,SMI19151,Tak,Używane,19900,PLN,1997,338 324 km,Benzyna+LPG,Kabriolet,,,,Niemcy,,,,,,,,,,,,,,,705
304,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,2.0LPT,I (1998-2002),2001,240 000 km,1 985 cm3,Benzyna,150 KM,Manualna,Na przednie koła,6.0 l/100km,12 l/100km,Kabriolet,201 g/km,2,4,Czarny,,26/04/2001,Pz 1m093,Tak,Używane,21000,PLN,2001,240 000 km,Benzyna,Kabriolet,,Tak,,Niemcy,,,,,,,,,,,,,,,706
305,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-5,,,2006,190 000 km,2 290 cm3,Benzyna+LPG,260 KM,Automatyczna,Na przednie koła,,12 l/100km,Sedan,,5,5,Srebrny,Metalik,13/08/2009,WPR84248,,Używane,20500,PLN,2006,190 000 km,Benzyna+LPG,Sedan,,,,Kanada,,,,,,,,,,,,,,,707
306,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2005,260 000 km,1 998 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,,Sedan,,5,5,Czarny,,,,,Używane,7300,PLN,2005,260 000 km,Benzyna,Sedan,,,,,,,,,,,,,,,,,,,708
307,Firmy,Osobowe,Tak,,Saab,9-3,2.0T XWD Linear,II (2003-2011),2010,225 000 km,1 998 cm3,Benzyna,210 KM,Automatyczna,4x4 (stały),,"11,90 l/100km",Sedan,,4,5,Biały,,01/01/2010,,Tak,Używane,36900,PLN,2010,225 000 km,Benzyna,Sedan,,,,,,Tak,,,,Tak,,,,,,,,,709
308,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.8t Sport-Kombi Vector,II (2003-2011),2006,245 000 km,1 998 cm3,Benzyna,150 KM,Automatyczna,,,13 l/100km,Kombi,,5,5,Inny kolor,,,,Tak,Używane,14500,PLN,2006,245 000 km,Benzyna,Kombi,,,,Szwajcaria,,,,,,,,,,,,,,,710
309,Osoby prywatnej,Osobowe,Tak,,Saab,900,,,1990,315 000 km,1 985 cm3,Benzyna,160 KM,Manualna,Na przednie koła,,,Coupe,,3,5,Czarny,,19/03/2015,,Tak,Używane,70000,PLN,1990,315 000 km,Benzyna,Coupe,,Tak,,Niemcy,,,,,,,,,,,,,,,712
310,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2008,150 000 km,1 910 cm3,Diesel,150 KM,Automatyczna,,,,Kabriolet,,2,,Inny kolor,,,,Tak,Używane,38000,PLN,2008,150 000 km,Diesel,Kabriolet,,Tak,,,,,,,,,,,,,,,,,713
311,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2006,265 000 km,2 792 cm3,Benzyna+LPG,250 KM,Automatyczna,Na przednie koła,,,Kombi,,5,5,Czarny,Metalik,02/05/2006,,Tak,Używane,21500,PLN,2006,265 000 km,Benzyna+LPG,Kombi,,Tak,,,,,,,,,,,,,,,,,714
312,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.9TiDS PF Vector,II (2003-2011),2006,260 000 km,1 910 cm3,Diesel,150 KM,Manualna,,,7 l/100km,Kombi,,5,5,Czarny,,,,,Używane,8999,PLN,2006,260 000 km,Diesel,Kombi,,,,,,Tak,,,,,,,,,,,,,715
313,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.9TiD PF Linear,II (2003-2011),2008,226 000 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,4.0 l/100km,7 l/100km,Sedan,149 g/km,5,5,Szary,,18/01/2008,Wpr62532,,Używane,13000,PLN,2008,226 000 km,Diesel,Sedan,,,,,,,,,,,,,,,,,,,716
314,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.9 TTiD DPF Aero,II (2003-2011),2008,235 000 km,1 910 cm3,Diesel,180 KM,Manualna,Na przednie koła,4.8 l/100km,"7,90 l/100km",Sedan,159 g/km,4,5,Czarny,Metalik,27/02/2008,FGW12164,Tak,Używane,21500,PLN,2008,235 000 km,Diesel,Sedan,,Tak,,Luksemburg,Tak,,,,,,,,,,,,,,717
315,Firmy,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2005,264 000 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,,,Sedan,,4,5,Czarny,,,,,Używane,6900,PLN,2005,264 000 km,Diesel,Sedan,,,,,,Tak,,,,,,,,,,,,,718
316,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,SE 2.0LPT,I (1998-2002),1999,246 000 km,1 985 cm3,Benzyna,154 KM,Manualna,Na przednie koła,6.0 l/100km,,Kabriolet,,2,4,Czarny,Metalik,03/03/1999,Braknr,,Używane,11999,PLN,1999,246 000 km,Benzyna,Kabriolet,,,,,,,,,,,,,,,,,,,719
317,Osoby prywatnej,Osobowe,Tak,,Saab,9-5,,,2004,238 000 km,2 958 cm3,Diesel,163 KM,Manualna,Na przednie koła,,9 l/100km,Sedan,,4,5,Niebieski,Metalik,,,Tak,Używane,5300,PLN,2004,238 000 km,Diesel,Sedan,,,,Belgia,,,Tak,,,,,,,,,,,,720
318,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2006,320 000 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,,,Sedan,,4,,Czarny,Metalik,,,Tak,Używane,7250,PLN,2006,320 000 km,Diesel,Sedan,,,,,,,Tak,,,,,,,,,,,,721
319,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,I (1998-2002),2003,129 800 km,1 988 cm3,Benzyna,175 KM,Manualna,Na przednie koła,,,Kabriolet,,4,4,Czarny,,17/06/2003,,Tak,Używane,19999,PLN,2003,129 800 km,Benzyna,Kabriolet,,,,Holandia,,,,,,,,,,,,,,,722
320,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,SE 2.0i,I (1998-2002),1998,211 606 km,1 985 cm3,Benzyna,130 KM,Manualna,Na przednie koła,7.0 l/100km,13 l/100km,Coupe,,3,5,Granatowy,Metalik,03/12/1998,WL 91785,Tak,Używane,5400,PLN,1998,211 606 km,Benzyna,Coupe,,Tak,,Włochy,,,,,,,,,,,,,,,723
321,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2009,264 000 km,1 910 cm3,Diesel,180 KM,Manualna,Na przednie koła,,"5,70 l/100km",Kombi,,5,5,Niebieski,Metalik,,WD9397L,Tak,Używane,19500,PLN,2009,264 000 km,Diesel,Kombi,,,,Niemcy,,,,,,,,,,,,,,,724
322,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2006,248 000 km,2 792 cm3,Benzyna+LPG,250 KM,Automatyczna,Na przednie koła,,,Kombi,,5,5,Czarny,,07/02/2006,WS1020c,Tak,Używane,17000,PLN,2006,248 000 km,Benzyna+LPG,Kombi,,,,Szwecja,,,,,,,,,,,,,,,725
323,Firmy,Osobowe,Tak,,Saab,900,2.0 SE Turbo,,1996,204 000 km,1 985 cm3,Benzyna,185 KM,Manualna,Na przednie koła,,,Kompakt,,5,5,Czarny,Metalik,,,,Używane,11900,PLN,1996,204 000 km,Benzyna,Kompakt,,,,,,Tak,,,,,,,,,,,,,726
324,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.8t Linear,II (2003-2011),2004,293 500 km,1 998 cm3,Benzyna+LPG,150 KM,Manualna,Na przednie koła,5.0 l/100km,10 l/100km,Sedan,178 g/km,2,5,Czarny,,03/09/2004,PKA07043,Tak,Używane,17500,PLN,2004,293 500 km,Benzyna+LPG,Sedan,,Tak,,,,,,,,,Tak,,,,,,,,727
325,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.8i Sport-Kombi Linear,II (2003-2011),2007,240 000 km,1 796 cm3,Benzyna,122 KM,Manualna,Na przednie koła,6.1 l/100km,"10,50 l/100km",Kombi,185 g/km,5,5,Czerwony,,14/03/2007,KR7WA99,Tak,Używane,12800,PLN,2007,240 000 km,Benzyna,Kombi,,Tak,Tak,,,,,,,,,,,,,,,,728
326,Osoby prywatnej,Osobowe,Tak,,Saab,9-5,,,2006,273 311 km,2 290 cm3,Benzyna,185 KM,Automatyczna,Na przednie koła,,,Sedan,,5,5,Czarny,,,,,Używane,7500,PLN,2006,273 311 km,Benzyna,Sedan,,,,,,,,,,,,,,,,,,,729
327,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.8i Sport-Kombi Linear,II (2003-2011),2006,177 163 km,1 796 cm3,Benzyna,122 KM,Manualna,Na przednie koła,6.1 l/100km,"10,50 l/100km",Kombi,185 g/km,5,5,Czarny,Metalik,09/01/2007,ZS859NP,,Używane,10000,PLN,2006,177 163 km,Benzyna,Kombi,,,,Niemcy,,,,,,,,,,,,,,,730
328,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2008,214 800 km,1 910 cm3,Diesel,150 KM,Manualna,,,,Sedan,,4,4,Szary,,,,,Używane,19500,PLN,2008,214 800 km,Diesel,Sedan,,,,,,,,,,,,,,,,,,,731
329,Firmy,Osobowe,Tak,,Saab,9-3,2.0T Linear,II (2003-2011),2007,186 000 km,1 998 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,10 l/100km,Kombi,,5,5,Brązowy,Perłowy,,,Tak,Używane,17000,PLN,2007,186 000 km,Benzyna,Kombi,,Tak,Tak,Szwecja,,Tak,,,,Tak,,,,,,,,,732
330,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2008,138 700 km,1 998 cm3,Benzyna,210 KM,Automatyczna,,,,Kabriolet,,2,4,Złoty,Metalik,01/01/2008,WE868JA,Tak,Używane,59000,PLN,2008,138 700 km,Benzyna,Kabriolet,,,,Stany Zjednoczone,,,,,,,,,,,,,,,733
331,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.9TTiD PF Aero,II (2003-2011),2008,190 000 km,1 910 cm3,Diesel,180 KM,Manualna,Na przednie koła,4.0 l/100km,6 l/100km,Sedan,129 g/km,4,5,Srebrny,Metalik,,,Tak,Używane,36000,PLN,2008,190 000 km,Diesel,Sedan,Tak,Tak,,Polska,,,,,,,,,,,,,,,734
332,Osoby prywatnej,Osobowe,,Tak,Saab,96,,,1978,190 000 km,1 500 cm3,Benzyna,50 KM,Manualna,Na przednie koła,,,Coupe,,2,5,Czerwony,,,ZS315GC,Tak,Używane,28000,PLN,1978,190 000 km,Benzyna,Coupe,,Tak,,,,,,,,,,,,,,,,,735
333,Firmy,Osobowe,Tak,Tak,Saab,9-5,2.0 TTiD PF Vector,,2011,248 577 km,1 956 cm3,Diesel,190 KM,Manualna,Na przednie koła,4.0 l/100km,8 l/100km,Sedan,159 g/km,4,5,Srebrny,Metalik,09/06/2011,TKI32177,Tak,Używane,35999,PLN,2011,248 577 km,Diesel,Sedan,Tak,Tak,Tak,Polska,,Tak,,,,Tak,,,,,,,,,736
